sample_id,total_reads,pass_qc,reads_mapped,reference,percent_reference_coverage,median_coverage,count_minor_snv_at_or_over_5_pct,pass_fail_reason,subtype,mira_module,runid,instrument,clade,short_clade,subclade
3004125339_N8KIRZFB_v1,912028,903452,93502,A_NP,100.0,5346,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125339_N8KIRZFB_v1,912028,903452,53993,A_NS,97.1,5400,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125339_N8KIRZFB_v1,912028,903452,147947,A_PA,100.0,4983,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125339_N8KIRZFB_v1,912028,903452,98658,A_PB1,100.0,3474,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125339_N8KIRZFB_v1,912028,903452,136326,A_PB2,100.0,4800,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125344_N8KIRZG0_v1,533478,527208,60327,A_HA_H3,99.82,2576,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125344_N8KIRZG0_v1,533478,527208,74013,A_MP,100.0,6538,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125344_N8KIRZG0_v1,533478,527208,54850,A_NA_N2,100.0,3447,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125344_N8KIRZG0_v1,533478,527208,42769,A_NP,100.0,2554,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125344_N8KIRZG0_v1,533478,527208,41873,A_NS,97.1,4352,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125344_N8KIRZG0_v1,533478,527208,77397,A_PA,100.0,2920,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125344_N8KIRZG0_v1,533478,527208,33647,A_PB1,100.0,1186,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125344_N8KIRZG0_v1,533478,527208,56874,A_PB2,100.0,2083,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125405_N8KIRZOH_v1,739754,731943,95978,A_HA_H3,99.82,4704,9,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125405_N8KIRZOH_v1,739754,731943,135787,A_MP,100.0,11358,9,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125405_N8KIRZOH_v1,739754,731943,92378,A_NA_N2,100.0,5623,16,Count of minor variants at or over 5% > 10,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125405_N8KIRZOH_v1,739754,731943,63809,A_NP,100.0,3688,10,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125405_N8KIRZOH_v1,739754,731943,42394,A_NS,97.1,4164,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125405_N8KIRZOH_v1,739754,731943,106351,A_PA,100.0,3990,17,Count of minor variants at or over 5% > 10,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125405_N8KIRZOH_v1,739754,731943,67617,A_PB1,100.0,2599,19,Count of minor variants at or over 5% > 10,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125405_N8KIRZOH_v1,739754,731943,87906,A_PB2,100.0,3381,12,Count of minor variants at or over 5% > 10,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125413_N8KIRZPL_v1,518150,513070,41858,A_HA_H3,99.82,1912,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125413_N8KIRZPL_v1,518150,513070,55618,A_MP,100.0,4824,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125413_N8KIRZPL_v1,518150,513070,41045,A_NA_N2,100.0,2548,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125413_N8KIRZPL_v1,518150,513070,41863,A_NP,100.0,2434,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125413_N8KIRZPL_v1,518150,513070,24317,A_NS,97.1,2454,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125413_N8KIRZPL_v1,518150,513070,39961,A_PA,100.0,1603,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125413_N8KIRZPL_v1,518150,513070,29550,A_PB1,100.0,1110,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125413_N8KIRZPL_v1,518150,513070,50469,A_PB2,100.0,1860,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125414_N8KIRZPQ_v1,755292,748082,82460,A_HA_H3,99.82,3864,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125414_N8KIRZPQ_v1,755292,748082,94350,A_MP,100.0,8015,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125414_N8KIRZPQ_v1,755292,748082,82742,A_NA_N2,100.0,4766,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125414_N8KIRZPQ_v1,755292,748082,68680,A_NP,100.0,3849,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125414_N8KIRZPQ_v1,755292,748082,46529,A_NS,97.1,4597,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125414_N8KIRZPQ_v1,755292,748082,98041,A_PA,100.0,2624,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125414_N8KIRZPQ_v1,755292,748082,70520,A_PB1,100.0,1836,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125414_N8KIRZPQ_v1,755292,748082,111065,A_PB2,100.0,2143,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125420_N8KIRZQL_v1,865668,856416,119171,A_HA_H3,99.82,5826,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125420_N8KIRZQL_v1,865668,856416,140119,A_MP,100.0,11728,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125420_N8KIRZQL_v1,865668,856416,91294,A_NA_N2,100.0,5445,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125420_N8KIRZQL_v1,865668,856416,91845,A_NP,100.0,5320,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125420_N8KIRZQL_v1,865668,856416,44191,A_NS,97.1,4306,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125420_N8KIRZQL_v1,865668,856416,122847,A_PA,100.0,4411,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125420_N8KIRZQL_v1,865668,856416,90364,A_PB1,100.0,3329,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125420_N8KIRZQL_v1,865668,856416,126307,A_PB2,100.0,4784,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125421_N8KIRZQQ_v1,409530,404647,44951,A_HA_H3,99.82,2079,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125421_N8KIRZQQ_v1,409530,404647,74463,A_MP,100.0,6633,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125421_N8KIRZQQ_v1,409530,404647,33271,A_NA_N2,100.0,2129,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125421_N8KIRZQQ_v1,409530,404647,29034,A_NP,100.0,1798,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125421_N8KIRZQQ_v1,409530,404647,24273,A_NS,97.1,2580,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125421_N8KIRZQQ_v1,409530,404647,25546,A_PA,100.0,1042,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125421_N8KIRZQQ_v1,409530,404647,18886,A_PB1,100.0,707,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125421_N8KIRZQQ_v1,409530,404647,26941,A_PB2,100.0,967,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125426_N8KIRZRE_v1,625892,617919,13181,A_HA_H3,99.82,637,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125426_N8KIRZRE_v1,625892,617919,15686,A_MP,100.0,1347,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125426_N8KIRZRE_v1,625892,617919,18531,A_NA_N2,100.0,1138,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125426_N8KIRZRE_v1,625892,617919,6906,A_NP,100.0,411,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125426_N8KIRZRE_v1,625892,617919,1060,A_NS,97.1,120,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125426_N8KIRZRE_v1,625892,617919,13212,A_PA,100.0,572,3,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125426_N8KIRZRE_v1,625892,617919,1822,A_PB1,100.0,67,0,Median coverage < 100,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125426_N8KIRZRE_v1,625892,617919,10710,A_PB2,100.0,352,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125441_N8KIRZTI_v1,775194,767488,70199,A_HA_H1,99.82,3361,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,6B.1A.5a.2a.1,5a.2a.1,D.3
3004125441_N8KIRZTI_v1,775194,767488,89321,A_MP,100.0,7557,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125441_N8KIRZTI_v1,775194,767488,70104,A_NA_N1,99.79,4082,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125441_N8KIRZTI_v1,775194,767488,55516,A_NP,100.0,3145,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125441_N8KIRZTI_v1,775194,767488,64718,A_NS,97.1,6574,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125441_N8KIRZTI_v1,775194,767488,15000,A_PA,100.0,621,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125441_N8KIRZTI_v1,775194,767488,28118,A_PB1,100.0,998,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125441_N8KIRZTI_v1,775194,767488,60558,A_PB2,100.0,2141,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125442_N8KIRZTN_v1,753800,746193,105029,A_HA_H3,99.82,5126,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125442_N8KIRZTN_v1,753800,746193,112354,A_MP,100.0,9312,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125442_N8KIRZTN_v1,753800,746193,83853,A_NA_N2,100.0,5000,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125442_N8KIRZTN_v1,753800,746193,83656,A_NP,100.0,4769,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125442_N8KIRZTN_v1,753800,746193,36773,A_NS,97.1,3575,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125442_N8KIRZTN_v1,753800,746193,115231,A_PA,100.0,4410,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125442_N8KIRZTN_v1,753800,746193,74540,A_PB1,100.0,2590,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125442_N8KIRZTN_v1,753800,746193,112393,A_PB2,100.0,4225,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125448_N8KIRZUG_v1,548096,541285,21558,A_HA_H1,99.82,1064,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,6B.1A.5a.2a.1,5a.2a.1,D.3
3004125448_N8KIRZUG_v1,548096,541285,25062,A_MP,100.0,2188,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125448_N8KIRZUG_v1,548096,541285,18247,A_NA_N1,99.79,1080,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125448_N8KIRZUG_v1,548096,541285,21242,A_NP,100.0,1182,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125448_N8KIRZUG_v1,548096,541285,17518,A_NS,97.1,1800,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125448_N8KIRZUG_v1,548096,541285,7314,A_PA,100.0,227,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125448_N8KIRZUG_v1,548096,541285,13575,A_PB1,100.0,395,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125448_N8KIRZUG_v1,548096,541285,16915,A_PB2,100.0,493,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125460_N8KIRZW4_v1,1014322,1004792,147037,A_HA_H1,99.82,7041,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,6B.1A.5a.2a.1,5a.2a.1,D.3
3004125460_N8KIRZW4_v1,1014322,1004792,157153,A_MP,100.0,12970,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125460_N8KIRZW4_v1,1014322,1004792,142101,A_NA_N1,99.79,7957,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125460_N8KIRZW4_v1,1014322,1004792,117443,A_NP,100.0,6500,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125460_N8KIRZW4_v1,1014322,1004792,120361,A_NS,97.1,11472,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125460_N8KIRZW4_v1,1014322,1004792,50415,A_PA,100.0,898,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125460_N8KIRZW4_v1,1014322,1004792,91732,A_PB1,100.0,3042,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125460_N8KIRZW4_v1,1014322,1004792,148276,A_PB2,100.0,3755,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125478_N8KIRZYM_v1,483938,475832,22320,A_HA_H3,99.82,1010,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3004125478_N8KIRZYM_v1,483938,475832,38638,A_MP,100.0,3448,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125478_N8KIRZYM_v1,483938,475832,30204,A_NA_N2,100.0,1887,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
3004125478_N8KIRZYM_v1,483938,475832,20043,A_NP,100.0,1188,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output,illumina,,,
